"datetime","site_id","variable","parameter","daily_mean"
2022-11-23,"CRAM","precipitation_flux",30,4.05092610701643e-05
2022-11-23,"CRAM","relative_humidity",30,0.921415289243062
2022-11-23,"CRAM","surface_downwelling_longwave_flux_in_air",30,304
2022-11-23,"CRAM","surface_downwelling_shortwave_flux_in_air",30,42.5
2022-11-23,"CRAM","air_pressure",31,95985.0817057292
2022-11-23,"CRAM","air_temperature",31,-5.60688158671059
2022-11-23,"CRAM","eastward_wind",31,3.03536332398653
2022-11-23,"CRAM","northward_wind",31,3.03536332398653
2022-11-23,"CRAM","precipitation_flux",31,1.15740742465412e-06
2022-11-23,"CRAM","relative_humidity",31,0.853229158719381
2022-11-23,"CRAM","surface_downwelling_longwave_flux_in_air",31,238.365020751953
2022-11-23,"CRAM","surface_downwelling_shortwave_flux_in_air",31,85
2022-11-23,"LIRO","air_pressure",1,95215.5963541667
2022-11-23,"LIRO","air_temperature",1,1.6648984273275
2022-11-23,"LIRO","eastward_wind",1,2.39895738164584
2022-11-23,"LIRO","northward_wind",1,2.39895738164584
2022-11-23,"LIRO","precipitation_flux",1,1.15740742465412e-06
2022-11-23,"LIRO","relative_humidity",1,0.961457546552022
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",1,302.5
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",1,16.25
2022-11-23,"LIRO","air_pressure",2,95176.8048502604
2022-11-23,"LIRO","air_temperature",2,-1.91197217305495
2022-11-23,"LIRO","eastward_wind",2,2.24380702649554
2022-11-23,"LIRO","northward_wind",2,2.24380702649554
2022-11-23,"LIRO","precipitation_flux",2,5.78703703703704e-06
2022-11-23,"LIRO","relative_humidity",2,0.839793742497762
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",2,252.648712158203
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",2,86
2022-11-23,"LIRO","air_pressure",3,96314.1083984375
2022-11-23,"LIRO","air_temperature",3,-15.5051436106364
2022-11-23,"LIRO","eastward_wind",3,3.87757418553034
2022-11-23,"LIRO","northward_wind",3,3.87757418553034
2022-11-23,"LIRO","precipitation_flux",3,1.15740742465412e-06
2022-11-23,"LIRO","relative_humidity",3,0.858933993975321
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",3,170.5
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",3,85
2022-11-23,"LIRO","air_pressure",4,95576.8976236979
2022-11-23,"LIRO","air_temperature",4,-4.58894297281898
2022-11-23,"LIRO","eastward_wind",4,-0.46097248326987
2022-11-23,"LIRO","northward_wind",4,-0.46097248326987
2022-11-23,"LIRO","precipitation_flux",4,1.04166668218871e-05
2022-11-23,"LIRO","relative_humidity",4,0.817365479469299
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",4,261.75
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",4,47.5
2022-11-23,"LIRO","air_pressure",5,95953.6853841146
2022-11-23,"LIRO","air_temperature",5,-0.869526672363236
2022-11-23,"LIRO","eastward_wind",5,1.96065658765535
2022-11-23,"LIRO","northward_wind",5,1.96065658765535
2022-11-23,"LIRO","precipitation_flux",5,0
2022-11-23,"LIRO","relative_humidity",5,0.940777411460876
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",5,300.519714355469
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",5,30.25
2022-11-23,"LIRO","air_pressure",6,95732.2926432292
2022-11-23,"LIRO","air_temperature",6,-5.35777104695632
2022-11-23,"LIRO","eastward_wind",6,-2.95639003813267
2022-11-23,"LIRO","northward_wind",6,-2.95639003813267
2022-11-23,"LIRO","precipitation_flux",6,7.40740751778638e-05
2022-11-23,"LIRO","relative_humidity",6,0.883235216140747
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",6,272.929397583008
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",6,7.5
2022-11-23,"LIRO","air_pressure",7,95444.6036783854
2022-11-23,"LIRO","air_temperature",7,1.7886777242025
2022-11-23,"LIRO","eastward_wind",7,1.80185583947847
2022-11-23,"LIRO","northward_wind",7,1.80185583947847
2022-11-23,"LIRO","precipitation_flux",7,9.25925948346655e-06
2022-11-23,"LIRO","relative_humidity",7,0.951466760635376
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",7,314.019958496094
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",7,14
2022-11-23,"LIRO","air_pressure",8,96582.6036783854
2022-11-23,"LIRO","air_temperature",8,-3.93905398050941
2022-11-23,"LIRO","eastward_wind",8,-3.02167746424675
2022-11-23,"LIRO","northward_wind",8,-3.02167746424675
2022-11-23,"LIRO","precipitation_flux",8,6.25000010175561e-05
2022-11-23,"LIRO","relative_humidity",8,0.930020925203959
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",8,283.115020751953
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",8,8.5
2022-11-23,"LIRO","air_pressure",9,95855.3795572917
2022-11-23,"LIRO","air_temperature",9,-0.417795944213822
2022-11-23,"LIRO","eastward_wind",9,0.495932611326377
2022-11-23,"LIRO","northward_wind",9,0.495932611326377
2022-11-23,"LIRO","precipitation_flux",9,4.62962969861649e-06
2022-11-23,"LIRO","relative_humidity",9,0.937504738171895
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",9,291.331329345703
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",9,9
2022-11-23,"LIRO","air_pressure",10,96185.1629231771
2022-11-23,"LIRO","air_temperature",10,-3.71183916727699
2022-11-23,"LIRO","eastward_wind",10,0.360797118395567
2022-11-23,"LIRO","northward_wind",10,0.360797118395567
2022-11-23,"LIRO","precipitation_flux",10,0
2022-11-23,"LIRO","relative_humidity",10,0.879816341400147
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",10,244.25
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",10,57.5
2022-11-23,"LIRO","air_pressure",11,96168.4438476562
2022-11-23,"LIRO","air_temperature",11,1.63518257141118
2022-11-23,"LIRO","eastward_wind",11,3.6622681816419
2022-11-23,"LIRO","northward_wind",11,3.6622681816419
2022-11-23,"LIRO","precipitation_flux",11,0
2022-11-23,"LIRO","relative_humidity",11,0.940472563107808
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",11,316.289184570312
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",11,26.5
2022-11-23,"LIRO","air_pressure",12,95493.2848307292
2022-11-23,"LIRO","air_temperature",12,3.13928337097173
2022-11-23,"LIRO","eastward_wind",12,1.37594278653463
2022-11-23,"LIRO","northward_wind",12,1.37594278653463
2022-11-23,"LIRO","precipitation_flux",12,0
2022-11-23,"LIRO","relative_humidity",12,0.964166231155396
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",12,310.5
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",12,12.25
2022-11-23,"LIRO","air_pressure",13,95714.5857747396
2022-11-23,"LIRO","air_temperature",13,-7.46983159383132
2022-11-23,"LIRO","eastward_wind",13,-0.491149680068096
2022-11-23,"LIRO","northward_wind",13,-0.491149680068096
2022-11-23,"LIRO","precipitation_flux",13,6.01851872892843e-05
2022-11-23,"LIRO","relative_humidity",13,0.886780376434326
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",13,256
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",13,57.5
2022-11-23,"LIRO","air_pressure",14,95699.5336914062
2022-11-23,"LIRO","air_temperature",14,-1.62064819335933
2022-11-23,"LIRO","eastward_wind",14,0.62043683975935
2022-11-23,"LIRO","northward_wind",14,0.62043683975935
2022-11-23,"LIRO","precipitation_flux",14,0
2022-11-23,"LIRO","relative_humidity",14,0.90922399520874
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",14,284.047668457031
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",14,42.5
2022-11-23,"LIRO","air_pressure",15,96743.9750976562
2022-11-23,"LIRO","air_temperature",15,-10.50223681132
2022-11-23,"LIRO","eastward_wind",15,-1.07164821401238
2022-11-23,"LIRO","northward_wind",15,-1.07164821401238
2022-11-23,"LIRO","precipitation_flux",15,2.77777788815675e-05
2022-11-23,"LIRO","relative_humidity",15,0.851168058713277
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",15,236.001098632812
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",15,53.25
2022-11-23,"LIRO","air_pressure",16,95423.9337565104
2022-11-23,"LIRO","air_temperature",16,-0.333942540486589
2022-11-23,"LIRO","eastward_wind",16,-1.12936296189825
2022-11-23,"LIRO","northward_wind",16,-1.12936296189825
2022-11-23,"LIRO","precipitation_flux",16,4.62962978485006e-06
2022-11-23,"LIRO","relative_humidity",16,0.957299599647522
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",16,299.5
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",16,11.25
2022-11-23,"LIRO","air_pressure",17,96186.6437174479
2022-11-23,"LIRO","air_temperature",17,-7.5579072316487
2022-11-23,"LIRO","eastward_wind",17,0.177496546258529
2022-11-23,"LIRO","northward_wind",17,0.177496546258529
2022-11-23,"LIRO","precipitation_flux",17,2.31481484930824e-06
2022-11-23,"LIRO","relative_humidity",17,0.780763527552287
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",17,231.5
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",17,41.75
2022-11-23,"LIRO","air_pressure",18,95726.4444986979
2022-11-23,"LIRO","air_temperature",18,-3.82697563171382
2022-11-23,"LIRO","eastward_wind",18,3.80589386324088
2022-11-23,"LIRO","northward_wind",18,3.80589386324088
2022-11-23,"LIRO","precipitation_flux",18,0
2022-11-23,"LIRO","relative_humidity",18,0.755511131286621
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",18,235.123748779297
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",18,61.5
2022-11-23,"LIRO","air_pressure",19,95557.8719075521
2022-11-23,"LIRO","air_temperature",19,-0.193000920613542
2022-11-23,"LIRO","eastward_wind",19,1.93971991896008
2022-11-23,"LIRO","northward_wind",19,1.93971991896008
2022-11-23,"LIRO","precipitation_flux",19,0
2022-11-23,"LIRO","relative_humidity",19,0.951754431724548
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",19,302.061630249023
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",19,29.75
2022-11-23,"LIRO","air_pressure",20,96106.9088541667
2022-11-23,"LIRO","air_temperature",20,-2.99298871358229
2022-11-23,"LIRO","eastward_wind",20,-0.838331951449315
2022-11-23,"LIRO","northward_wind",20,-0.838331951449315
2022-11-23,"LIRO","precipitation_flux",20,1.15740742465412e-06
2022-11-23,"LIRO","relative_humidity",20,0.901127119064331
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",20,277.702331542969
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",20,31.25
2022-11-23,"LIRO","air_pressure",21,94969.251953125
2022-11-23,"LIRO","air_temperature",21,-4.02453880310054
2022-11-23,"LIRO","eastward_wind",21,4.24963253239791
2022-11-23,"LIRO","northward_wind",21,4.24963253239791
2022-11-23,"LIRO","precipitation_flux",21,8.10185205881242e-06
2022-11-23,"LIRO","relative_humidity",21,0.831524155934652
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",21,271.46329498291
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",21,42.5
2022-11-23,"LIRO","air_pressure",22,95543.9604492188
2022-11-23,"LIRO","air_temperature",22,-5.65685793558754
2022-11-23,"LIRO","eastward_wind",22,2.32293391111307
2022-11-23,"LIRO","northward_wind",22,2.32293391111307
2022-11-23,"LIRO","precipitation_flux",22,6.94444454792473e-06
2022-11-23,"LIRO","relative_humidity",22,0.874759659767151
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",22,241.001884460449
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",22,85.5
2022-11-23,"LIRO","air_pressure",23,96043.6783854167
2022-11-23,"LIRO","air_temperature",23,-0.00461209615065172
2022-11-23,"LIRO","eastward_wind",23,0.522693823246906
2022-11-23,"LIRO","northward_wind",23,0.522693823246906
2022-11-23,"LIRO","precipitation_flux",23,2.31481484930824e-06
2022-11-23,"LIRO","relative_humidity",23,0.971434206962585
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",23,299.148712158203
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",23,17.75
2022-11-23,"LIRO","air_pressure",24,97141.857421875
2022-11-23,"LIRO","air_temperature",24,-13.2824701944987
2022-11-23,"LIRO","eastward_wind",24,1.34915151447058
2022-11-23,"LIRO","northward_wind",24,1.34915151447058
2022-11-23,"LIRO","precipitation_flux",24,9.25925939723297e-06
2022-11-23,"LIRO","relative_humidity",24,0.803185143470764
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",24,197.932647705078
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",24,53
2022-11-23,"LIRO","air_pressure",25,95459.1638997396
2022-11-23,"LIRO","air_temperature",25,-2.64942054748531
2022-11-23,"LIRO","eastward_wind",25,2.68296818931897
2022-11-23,"LIRO","northward_wind",25,2.68296818931897
2022-11-23,"LIRO","precipitation_flux",25,0
2022-11-23,"LIRO","relative_humidity",25,0.79509658018748
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",25,227.134979248047
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",25,87.5
2022-11-23,"LIRO","air_pressure",26,96523.5714518229
2022-11-23,"LIRO","air_temperature",26,-8.45799649556471
2022-11-23,"LIRO","eastward_wind",26,-1.7984121972695
2022-11-23,"LIRO","northward_wind",26,-1.7984121972695
2022-11-23,"LIRO","precipitation_flux",26,1.15740740740741e-05
2022-11-23,"LIRO","relative_humidity",26,0.67375580628713
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",26,244.831588745117
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",26,42.5
2022-11-23,"LIRO","air_pressure",27,96316.2407226562
2022-11-23,"LIRO","air_temperature",27,-9.48274625142409
2022-11-23,"LIRO","eastward_wind",27,1.45134598265092
2022-11-23,"LIRO","northward_wind",27,1.45134598265092
2022-11-23,"LIRO","precipitation_flux",27,4.62962978485006e-06
2022-11-23,"LIRO","relative_humidity",27,0.749582704703013
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",27,221.634979248047
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",27,55
2022-11-23,"LIRO","air_pressure",28,95716.7192382812
2022-11-23,"LIRO","air_temperature",28,-13.2839623769124
2022-11-23,"LIRO","eastward_wind",28,2.77489859362443
2022-11-23,"LIRO","northward_wind",28,2.77489859362443
2022-11-23,"LIRO","precipitation_flux",28,0
2022-11-23,"LIRO","relative_humidity",28,0.804928328196208
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",28,186.599220275879
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",28,82.75
2022-11-23,"LIRO","air_pressure",29,95998.1980794271
2022-11-23,"LIRO","air_temperature",29,-8.25809555053706
2022-11-23,"LIRO","eastward_wind",29,2.87029127031565
2022-11-23,"LIRO","northward_wind",29,2.87029127031565
2022-11-23,"LIRO","precipitation_flux",29,0
2022-11-23,"LIRO","relative_humidity",29,0.743852715492249
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",29,201.061874389648
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",29,80
2022-11-23,"LIRO","air_pressure",30,95104.451171875
2022-11-23,"LIRO","air_temperature",30,1.04196408589684
2022-11-23,"LIRO","eastward_wind",30,3.21676238129536
2022-11-23,"LIRO","northward_wind",30,3.21676238129536
2022-11-23,"LIRO","precipitation_flux",30,4.05092610701643e-05
2022-11-23,"LIRO","relative_humidity",30,0.921415289243062
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",30,304
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",30,42.5
2022-11-23,"LIRO","air_pressure",31,95985.0817057292
2022-11-23,"LIRO","air_temperature",31,-5.60688158671059
2022-11-23,"LIRO","eastward_wind",31,3.03536332398653
2022-11-23,"LIRO","northward_wind",31,3.03536332398653
2022-11-23,"LIRO","precipitation_flux",31,1.15740742465412e-06
2022-11-23,"LIRO","relative_humidity",31,0.853229158719381
2022-11-23,"LIRO","surface_downwelling_longwave_flux_in_air",31,238.365020751953
2022-11-23,"LIRO","surface_downwelling_shortwave_flux_in_air",31,85
2022-11-23,"PRLA","air_pressure",1,95022.9658203125
2022-11-23,"PRLA","air_temperature",1,-2.61426874796547
2022-11-23,"PRLA","eastward_wind",1,2.95062397668759
2022-11-23,"PRLA","northward_wind",1,2.95062397668759
2022-11-23,"PRLA","precipitation_flux",1,0
2022-11-23,"PRLA","relative_humidity",1,0.893624205589294
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",1,249.5
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",1,72
2022-11-23,"PRLA","air_pressure",2,95030.1056315104
2022-11-23,"PRLA","air_temperature",2,-1.74654973347975
2022-11-23,"PRLA","eastward_wind",2,3.92609862486521
2022-11-23,"PRLA","northward_wind",2,3.92609862486521
2022-11-23,"PRLA","precipitation_flux",2,1.15740740740741e-05
2022-11-23,"PRLA","relative_humidity",2,0.903168740272522
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",2,260.148712158203
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",2,54.5
2022-11-23,"PRLA","air_pressure",3,97235.5434570312
2022-11-23,"PRLA","air_temperature",3,-23.2974368413289
2022-11-23,"PRLA","eastward_wind",3,3.98653248449167
2022-11-23,"PRLA","northward_wind",3,3.98653248449167
2022-11-23,"PRLA","precipitation_flux",3,0
2022-11-23,"PRLA","relative_humidity",3,0.854163149197896
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",3,146
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",3,97.5
2022-11-23,"PRLA","air_pressure",4,95633.2620442708
2022-11-23,"PRLA","air_temperature",4,-12.8405985514323
2022-11-23,"PRLA","eastward_wind",4,-2.18326414376497
2022-11-23,"PRLA","northward_wind",4,-2.18326414376497
2022-11-23,"PRLA","precipitation_flux",4,0
2022-11-23,"PRLA","relative_humidity",4,0.952386344273885
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",4,226
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",4,82.5
2022-11-23,"PRLA","air_pressure",5,95786.9866536458
2022-11-23,"PRLA","air_temperature",5,-8.10161348978676
2022-11-23,"PRLA","eastward_wind",5,1.70190658296148
2022-11-23,"PRLA","northward_wind",5,1.70190658296148
2022-11-23,"PRLA","precipitation_flux",5,0
2022-11-23,"PRLA","relative_humidity",5,0.838589897155762
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",5,219.269714355469
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",5,70.75
2022-11-23,"PRLA","air_pressure",6,95487.7249348958
2022-11-23,"PRLA","air_temperature",6,-11.2938157399495
2022-11-23,"PRLA","eastward_wind",6,-5.90222318967183
2022-11-23,"PRLA","northward_wind",6,-5.90222318967183
2022-11-23,"PRLA","precipitation_flux",6,0.000116898150235001
2022-11-23,"PRLA","relative_humidity",6,0.947589392662048
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",6,260.179397583008
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",6,45
2022-11-23,"PRLA","air_pressure",7,95760.1702473958
2022-11-23,"PRLA","air_temperature",7,-10.7379819234212
2022-11-23,"PRLA","eastward_wind",7,-0.256685783465703
2022-11-23,"PRLA","northward_wind",7,-0.256685783465703
2022-11-23,"PRLA","precipitation_flux",7,1.15740742465412e-06
2022-11-23,"PRLA","relative_humidity",7,0.96646676381429
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",7,228.519958496094
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",7,83
2022-11-23,"PRLA","air_pressure",8,95816.1362304688
2022-11-23,"PRLA","air_temperature",8,-11.8848960876464
2022-11-23,"PRLA","eastward_wind",8,-0.233969142039617
2022-11-23,"PRLA","northward_wind",8,-0.233969142039617
2022-11-23,"PRLA","precipitation_flux",8,2.31481484930824e-06
2022-11-23,"PRLA","relative_humidity",8,0.969791744550069
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",8,225.865020751953
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",8,64.5
2022-11-23,"PRLA","air_pressure",9,96031.4484049479
2022-11-23,"PRLA","air_temperature",9,-7.34154205322261
2022-11-23,"PRLA","eastward_wind",9,-1.89927563692133
2022-11-23,"PRLA","northward_wind",9,-1.89927563692133
2022-11-23,"PRLA","precipitation_flux",9,3.47222227396237e-06
2022-11-23,"PRLA","relative_humidity",9,0.940879715283712
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",9,264.331329345703
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",9,62.5
2022-11-23,"PRLA","air_pressure",10,95939.3606770833
2022-11-23,"PRLA","air_temperature",10,-10.7903767903645
2022-11-23,"PRLA","eastward_wind",10,-0.118786182254553
2022-11-23,"PRLA","northward_wind",10,-0.118786182254553
2022-11-23,"PRLA","precipitation_flux",10,0
2022-11-23,"PRLA","relative_humidity",10,0.889858018557231
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",10,200.5
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",10,92.5
2022-11-23,"PRLA","air_pressure",11,95847.4461263021
2022-11-23,"PRLA","air_temperature",11,-2.61190872192378
2022-11-23,"PRLA","eastward_wind",11,3.50705986221631
2022-11-23,"PRLA","northward_wind",11,3.50705986221631
2022-11-23,"PRLA","precipitation_flux",11,0
2022-11-23,"PRLA","relative_humidity",11,0.854472579956055
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",11,236.289184570312
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",11,91.75
2022-11-23,"PRLA","air_pressure",12,95057.7867838542
2022-11-23,"PRLA","air_temperature",12,0.345544052124069
2022-11-23,"PRLA","eastward_wind",12,2.87594277660052
2022-11-23,"PRLA","northward_wind",12,2.87594277660052
2022-11-23,"PRLA","precipitation_flux",12,0
2022-11-23,"PRLA","relative_humidity",12,0.865874560674032
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",12,257.75
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",12,67
2022-11-23,"PRLA","air_pressure",13,96562.1852213542
2022-11-23,"PRLA","air_temperature",13,-18.0185805638631
2022-11-23,"PRLA","eastward_wind",13,-0.141566339880228
2022-11-23,"PRLA","northward_wind",13,-0.141566339880228
2022-11-23,"PRLA","precipitation_flux",13,0
2022-11-23,"PRLA","relative_humidity",13,0.931842880249023
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",13,195.5
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",13,87.5
2022-11-23,"PRLA","air_pressure",14,95578.6993815104
2022-11-23,"PRLA","air_temperature",14,-10.1087698618571
2022-11-23,"PRLA","eastward_wind",14,-1.21456312636534
2022-11-23,"PRLA","northward_wind",14,-1.21456312636534
2022-11-23,"PRLA","precipitation_flux",14,1.15740742465412e-05
2022-11-23,"PRLA","relative_humidity",14,0.954911499023438
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",14,265.547668457031
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",14,59.5
2022-11-23,"PRLA","air_pressure",15,96725.4734700521
2022-11-23,"PRLA","air_temperature",15,-19.3532827377319
2022-11-23,"PRLA","eastward_wind",15,-2.0556064893802
2022-11-23,"PRLA","northward_wind",15,-2.0556064893802
2022-11-23,"PRLA","precipitation_flux",15,3.47222227396237e-06
2022-11-23,"PRLA","relative_humidity",15,0.976397236188253
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",15,204.001098632812
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",15,83.25
2022-11-23,"PRLA","air_pressure",16,95975.4654947917
2022-11-23,"PRLA","air_temperature",16,-13.1995679219563
2022-11-23,"PRLA","eastward_wind",16,0.651678695032994
2022-11-23,"PRLA","northward_wind",16,0.651678695032994
2022-11-23,"PRLA","precipitation_flux",16,1.85185186219988e-05
2022-11-23,"PRLA","relative_humidity",16,0.942299601236979
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",16,234.25
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",16,76.75
2022-11-23,"PRLA","air_pressure",17,95146.1780598958
2022-11-23,"PRLA","air_temperature",17,-7.3456155141194
2022-11-23,"PRLA","eastward_wind",17,1.34687152753274
2022-11-23,"PRLA","northward_wind",17,1.34687152753274
2022-11-23,"PRLA","precipitation_flux",17,2.31481478894474e-05
2022-11-23,"PRLA","relative_humidity",17,0.917388496398926
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",17,260.25
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",17,37.25
2022-11-23,"PRLA","air_pressure",18,95343.2456054688
2022-11-23,"PRLA","air_temperature",18,-3.40905710856117
2022-11-23,"PRLA","eastward_wind",18,3.43485223253568
2022-11-23,"PRLA","northward_wind",18,3.43485223253568
2022-11-23,"PRLA","precipitation_flux",18,0
2022-11-23,"PRLA","relative_humidity",18,0.905948645273844
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",18,239.623748779297
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",18,81.75
2022-11-23,"PRLA","air_pressure",19,95783.4029947917
2022-11-23,"PRLA","air_temperature",19,-3.82904574076332
2022-11-23,"PRLA","eastward_wind",19,3.32221980889638
2022-11-23,"PRLA","northward_wind",19,3.32221980889638
2022-11-23,"PRLA","precipitation_flux",19,0
2022-11-23,"PRLA","relative_humidity",19,0.914087761243184
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",19,227.811630249023
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",19,91.25
2022-11-23,"PRLA","air_pressure",20,95613.4127604167
2022-11-23,"PRLA","air_temperature",20,-8.9050694783528
2022-11-23,"PRLA","eastward_wind",20,-1.89395691206058
2022-11-23,"PRLA","northward_wind",20,-1.89395691206058
2022-11-23,"PRLA","precipitation_flux",20,0
2022-11-23,"PRLA","relative_humidity",20,0.941543804804484
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",20,232.202331542969
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",20,68.5
2022-11-23,"PRLA","air_pressure",21,95819.0509440104
2022-11-23,"PRLA","air_temperature",21,-7.27703870137526
2022-11-23,"PRLA","eastward_wind",21,3.59192425385118
2022-11-23,"PRLA","northward_wind",21,3.59192425385118
2022-11-23,"PRLA","precipitation_flux",21,1.15740742465412e-06
2022-11-23,"PRLA","relative_humidity",21,0.920607498486837
2022-11-23,"PRLA","surface_downwelling_longwave_flux_in_air",21,219.46329498291
2022-11-23,"PRLA","surface_downwelling_shortwave_flux_in_air",21,80
2022-11-23,"PRLA","air_pressure",22,96040.3268229167
2022-11-23,"PRLA","air_temperature",22,-13.6220672607421
2022-11-23,"PRLA","eastward_wind",22,1.98814219981432
2022-11-23,"PRLA","northward_wind",22,1.98814219981432
2022-11-23,"PRLA","precipitation_flux",22,1.15740742465412e-06
2022-11-23,"PRLA","relative_humidity",22,0.896947139104207
