"datetime","site_id","variable","observation"
2022-05-17,"BARC","chla",NA
2022-05-17,"BARC","oxygen",NA
2022-05-17,"BARC","temperature",28.1364084507042
2022-05-18,"BARC","chla",NA
2022-05-18,"BARC","oxygen",NA
2022-05-18,"BARC","temperature",28.8725
2022-05-19,"BARC","chla",NA
2022-05-19,"BARC","oxygen",NA
2022-05-19,"BARC","temperature",29.2910563380282
2022-05-20,"BARC","chla",NA
2022-05-20,"BARC","oxygen",NA
2022-05-20,"BARC","temperature",29.4444366197183
2022-05-21,"BARC","chla",NA
2022-05-21,"BARC","oxygen",NA
2022-05-21,"BARC","temperature",28.9035211267606
2022-05-22,"BARC","chla",NA
2022-05-22,"BARC","oxygen",NA
2022-05-22,"BARC","temperature",28.7493055555556
2022-05-23,"BARC","chla",NA
2022-05-23,"BARC","oxygen",NA
2022-05-23,"BARC","temperature",29.4661805555556
2022-05-24,"BARC","chla",NA
2022-05-24,"BARC","oxygen",NA
2022-05-24,"BARC","temperature",29.87625
2022-05-25,"BARC","chla",NA
2022-05-25,"BARC","oxygen",NA
2022-05-25,"BARC","temperature",29.5883098591549
2022-05-26,"BARC","chla",NA
2022-05-26,"BARC","oxygen",NA
2022-05-26,"BARC","temperature",29.4901388888889
2022-05-27,"BARC","chla",NA
2022-05-27,"BARC","oxygen",NA
2022-05-27,"BARC","temperature",29.3492361111111
2022-05-28,"BARC","chla",NA
2022-05-28,"BARC","oxygen",NA
2022-05-28,"BARC","temperature",29.2268055555556
2022-05-29,"BARC","chla",NA
2022-05-29,"BARC","oxygen",NA
2022-05-29,"BARC","temperature",29.8328571428571
2022-05-30,"BARC","chla",NA
2022-05-30,"BARC","oxygen",NA
2022-05-30,"BARC","temperature",29.9254861111111
2022-05-31,"BARC","chla",NA
2022-05-31,"BARC","oxygen",NA
2022-05-31,"BARC","temperature",29.8034507042254
2022-06-01,"BARC","chla",NA
2022-06-01,"BARC","oxygen",NA
2022-06-01,"BARC","temperature",29.7230434782609
2022-06-02,"BARC","chla",NA
2022-06-02,"BARC","oxygen",NA
2022-06-02,"BARC","temperature",30.215
2022-06-03,"BARC","chla",NA
2022-06-03,"BARC","oxygen",NA
2022-06-03,"BARC","temperature",30.4618055555556
2022-06-04,"BARC","chla",NA
2022-06-04,"BARC","oxygen",NA
2022-06-04,"BARC","temperature",30.3035714285714
2022-06-05,"BARC","chla",NA
2022-06-05,"BARC","oxygen",NA
2022-06-05,"BARC","temperature",30.2768055555556
2022-06-06,"BARC","chla",NA
2022-06-06,"BARC","oxygen",NA
2022-06-06,"BARC","temperature",30.3582394366197
2022-06-07,"BARC","chla",NA
2022-06-07,"BARC","oxygen",NA
2022-06-07,"BARC","temperature",30.5254861111111
2022-06-08,"BARC","chla",NA
2022-06-08,"BARC","oxygen",NA
2022-06-08,"BARC","temperature",31.1120714285714
2022-06-09,"BARC","chla",NA
2022-06-09,"BARC","oxygen",NA
2022-06-09,"BARC","temperature",31.1266666666667
2022-06-10,"BARC","chla",NA
2022-06-10,"BARC","oxygen",NA
2022-06-10,"BARC","temperature",31.080985915493
2022-06-11,"BARC","chla",NA
2022-06-11,"BARC","oxygen",NA
2022-06-11,"BARC","temperature",31.0078472222222
2022-06-12,"BARC","chla",NA
2022-06-12,"BARC","oxygen",NA
2022-06-12,"BARC","temperature",30.8035
2022-06-13,"BARC","chla",NA
2022-06-13,"BARC","oxygen",NA
2022-06-13,"BARC","temperature",30.9167142857143
2022-06-14,"BARC","chla",NA
2022-06-14,"BARC","oxygen",NA
2022-06-14,"BARC","temperature",31.4782638888889
2022-06-15,"BARC","chla",NA
2022-06-15,"BARC","oxygen",NA
2022-06-15,"BARC","temperature",31.7079861111111
2022-06-16,"BARC","chla",NA
2022-06-16,"BARC","oxygen",NA
2022-06-16,"BARC","temperature",NA
2022-06-17,"BARC","chla",NA
2022-06-17,"BARC","oxygen",NA
2022-06-17,"BARC","temperature",NA
2022-06-18,"BARC","chla",NA
2022-06-18,"BARC","oxygen",NA
2022-06-18,"BARC","temperature",NA
2022-06-19,"BARC","chla",NA
2022-06-19,"BARC","oxygen",NA
2022-06-19,"BARC","temperature",NA
2022-06-20,"BARC","chla",NA
2022-06-20,"BARC","oxygen",NA
2022-06-20,"BARC","temperature",31.8314583333333
2022-06-21,"BARC","chla",NA
2022-06-21,"BARC","oxygen",NA
2022-06-21,"BARC","temperature",31.6871527777778
2022-06-22,"BARC","chla",NA
2022-06-22,"BARC","oxygen",NA
2022-06-22,"BARC","temperature",31.682323943662
2022-06-23,"BARC","chla",NA
2022-06-23,"BARC","oxygen",NA
2022-06-23,"BARC","temperature",31.6399305555556
2022-06-24,"BARC","chla",NA
2022-06-24,"BARC","oxygen",NA
2022-06-24,"BARC","temperature",31.5890972222222
2022-06-25,"BARC","chla",NA
2022-06-25,"BARC","oxygen",NA
2022-06-25,"BARC","temperature",31.2788888888889
2022-06-26,"BARC","chla",NA
2022-06-26,"BARC","oxygen",NA
2022-06-26,"BARC","temperature",31.1651388888889
2022-06-27,"BARC","chla",NA
2022-06-27,"BARC","oxygen",NA
2022-06-27,"BARC","temperature",30.8758450704225
2022-06-28,"BARC","chla",NA
2022-06-28,"BARC","oxygen",NA
2022-06-28,"BARC","temperature",30.9426056338028
2022-06-29,"BARC","chla",NA
2022-06-29,"BARC","oxygen",NA
2022-06-29,"BARC","temperature",31.2818055555556
2022-06-30,"BARC","chla",NA
2022-06-30,"BARC","oxygen",NA
2022-06-30,"BARC","temperature",31.4361267605634
2022-07-01,"BARC","chla",NA
2022-07-01,"BARC","oxygen",NA
2022-07-01,"BARC","temperature",31.1769444444444
2022-07-02,"BARC","chla",NA
2022-07-02,"BARC","oxygen",NA
2022-07-02,"BARC","temperature",31.0570422535211
2022-07-03,"BARC","chla",NA
2022-07-03,"BARC","oxygen",NA
2022-07-03,"BARC","temperature",31.0002777777778
2022-07-04,"BARC","chla",NA
2022-07-04,"BARC","oxygen",NA
2022-07-04,"BARC","temperature",31.1819718309859
2022-07-05,"BARC","chla",NA
2022-07-05,"BARC","oxygen",NA
2022-07-05,"BARC","temperature",31.4747222222222
2022-07-06,"BARC","chla",NA
2022-07-06,"BARC","oxygen",NA
2022-07-06,"BARC","temperature",31.5860563380282
2022-07-07,"BARC","chla",NA
2022-07-07,"BARC","oxygen",NA
2022-07-07,"BARC","temperature",31.9158333333333
2022-07-08,"BARC","chla",NA
2022-07-08,"BARC","oxygen",NA
2022-07-08,"BARC","temperature",31.7404861111111
2022-07-09,"BARC","chla",NA
2022-07-09,"BARC","oxygen",NA
2022-07-09,"BARC","temperature",31.662323943662
2022-07-10,"BARC","chla",NA
2022-07-10,"BARC","oxygen",NA
2022-07-10,"BARC","temperature",31.40125
2022-07-11,"BARC","chla",NA
2022-07-11,"BARC","oxygen",NA
2022-07-11,"BARC","temperature",31.2990277777778
2022-07-12,"BARC","chla",NA
2022-07-12,"BARC","oxygen",NA
2022-07-12,"BARC","temperature",31.4147916666667
2022-07-13,"BARC","chla",NA
2022-07-13,"BARC","oxygen",NA
2022-07-13,"BARC","temperature",31.7718055555556
2022-07-14,"BARC","chla",NA
2022-07-14,"BARC","oxygen",NA
2022-07-14,"BARC","temperature",NA
2022-07-15,"BARC","chla",NA
2022-07-15,"BARC","oxygen",NA
2022-07-15,"BARC","temperature",NA
2022-07-16,"BARC","chla",NA
2022-07-16,"BARC","oxygen",NA
2022-07-16,"BARC","temperature",31.9054166666667
2022-07-17,"BARC","chla",NA
2022-07-17,"BARC","oxygen",NA
2022-07-17,"BARC","temperature",31.7418055555556
2022-07-18,"BARC","chla",NA
2022-07-18,"BARC","oxygen",NA
2022-07-18,"BARC","temperature",31.4882638888889
2022-07-19,"BARC","chla",NA
2022-07-19,"BARC","oxygen",NA
2022-07-19,"BARC","temperature",31.2142063492063
2022-07-20,"BARC","chla",NA
2022-07-20,"BARC","oxygen",NA
2022-07-20,"BARC","temperature",NA
2022-07-21,"BARC","chla",NA
2022-07-21,"BARC","oxygen",NA
2022-07-21,"BARC","temperature",NA
2022-07-22,"BARC","chla",NA
2022-07-22,"BARC","oxygen",NA
2022-07-22,"BARC","temperature",NA
2022-07-23,"BARC","chla",NA
2022-07-23,"BARC","oxygen",NA
2022-07-23,"BARC","temperature",NA
2022-07-24,"BARC","chla",NA
2022-07-24,"BARC","oxygen",NA
2022-07-24,"BARC","temperature",NA
2022-07-25,"BARC","chla",NA
2022-07-25,"BARC","oxygen",NA
2022-07-25,"BARC","temperature",NA
2022-07-26,"BARC","chla",NA
2022-07-26,"BARC","oxygen",NA
2022-07-26,"BARC","temperature",31.8125352112676
2022-07-27,"BARC","chla",NA
2022-07-27,"BARC","oxygen",NA
2022-07-27,"BARC","temperature",31.8745762711864
2022-07-28,"BARC","chla",NA
2022-07-28,"BARC","oxygen",NA
2022-07-28,"BARC","temperature",31.9464583333333
2022-07-29,"BARC","chla",NA
2022-07-29,"BARC","oxygen",NA
2022-07-29,"BARC","temperature",NA
2022-07-30,"BARC","chla",NA
2022-07-30,"BARC","oxygen",NA
2022-07-30,"BARC","temperature",NA
2022-07-31,"BARC","chla",NA
2022-07-31,"BARC","oxygen",NA
2022-07-31,"BARC","temperature",NA
2022-08-01,"BARC","chla",NA
2022-08-01,"BARC","oxygen",NA
2022-08-01,"BARC","temperature",NA
2022-08-02,"BARC","chla",NA
2022-08-02,"BARC","oxygen",NA
2022-08-02,"BARC","temperature",NA
2022-08-03,"BARC","chla",NA
2022-08-03,"BARC","oxygen",NA
2022-08-03,"BARC","temperature",NA
2022-08-04,"BARC","chla",NA
2022-08-04,"BARC","oxygen",NA
2022-08-04,"BARC","temperature",NA
2022-08-05,"BARC","chla",NA
2022-08-05,"BARC","oxygen",NA
2022-08-05,"BARC","temperature",NA
2022-08-06,"BARC","chla",NA
2022-08-06,"BARC","oxygen",NA
2022-08-06,"BARC","temperature",NA
2022-08-07,"BARC","chla",NA
2022-08-07,"BARC","oxygen",NA
2022-08-07,"BARC","temperature",NA
2022-08-08,"BARC","chla",NA
2022-08-08,"BARC","oxygen",NA
2022-08-08,"BARC","temperature",NA
2022-08-09,"BARC","chla",NA
2022-08-09,"BARC","oxygen",NA
2022-08-09,"BARC","temperature",31.9051492537313
2022-08-10,"BARC","chla",NA
2022-08-10,"BARC","oxygen",NA
2022-08-10,"BARC","temperature",31.9625
2022-08-11,"BARC","chla",NA
2022-08-11,"BARC","oxygen",NA
2022-08-11,"BARC","temperature",31.8949264705882
2022-08-12,"BARC","chla",NA
2022-08-12,"BARC","oxygen",NA
2022-08-12,"BARC","temperature",31.5827777777778
2022-08-13,"BARC","chla",NA
2022-08-13,"BARC","oxygen",NA
2022-08-13,"BARC","temperature",31.3429166666667
2022-08-14,"BARC","chla",NA
2022-08-14,"BARC","oxygen",NA
2022-08-14,"BARC","temperature",31.1445833333333
2022-08-15,"BARC","chla",NA
2022-08-15,"BARC","oxygen",NA
2022-08-15,"BARC","temperature",31.2486805555556
2022-08-16,"BARC","chla",NA
2022-08-16,"BARC","oxygen",NA
2022-08-16,"BARC","temperature",31.2831884057971
2022-08-17,"BARC","chla",NA
2022-08-17,"BARC","oxygen",NA
2022-08-17,"BARC","temperature",31.4643661971831
2022-08-18,"BARC","chla",NA
2022-08-18,"BARC","oxygen",NA
2022-08-18,"BARC","temperature",31.2862857142857
2022-08-19,"BARC","chla",NA
2022-08-19,"BARC","oxygen",NA
2022-08-19,"BARC","temperature",31.0791549295775
2022-08-20,"BARC","chla",NA
2022-08-20,"BARC","oxygen",NA
2022-08-20,"BARC","temperature",31.3952777777778
2022-08-21,"BARC","chla",NA
2022-08-21,"BARC","oxygen",NA
2022-08-21,"BARC","temperature",31.5511805555556
2022-08-22,"BARC","chla",NA
2022-08-22,"BARC","oxygen",NA
2022-08-22,"BARC","temperature",31.2466197183099
2022-08-23,"BARC","chla",NA
2022-08-23,"BARC","oxygen",NA
2022-08-23,"BARC","temperature",31.2028260869565
2022-08-24,"BARC","chla",NA
2022-08-24,"BARC","oxygen",NA
2022-08-24,"BARC","temperature",31.2389436619718
2022-08-25,"BARC","chla",NA
2022-08-25,"BARC","oxygen",NA
2022-08-25,"BARC","temperature",31.3939583333333
2022-08-26,"BARC","chla",NA
2022-08-26,"BARC","oxygen",NA
2022-08-26,"BARC","temperature",31.4749305555556
2022-08-27,"BARC","chla",NA
2022-08-27,"BARC","oxygen",NA
2022-08-27,"BARC","temperature",31.4830555555556
2022-08-28,"BARC","chla",NA
2022-08-28,"BARC","oxygen",NA
2022-08-28,"BARC","temperature",31.4706944444444
2022-08-29,"BARC","chla",NA
2022-08-29,"BARC","oxygen",NA
2022-08-29,"BARC","temperature",31.2980281690141
2022-08-30,"BARC","chla",NA
2022-08-30,"BARC","oxygen",NA
2022-08-30,"BARC","temperature",31.3076056338028
2022-08-31,"BARC","chla",NA
2022-08-31,"BARC","oxygen",NA
2022-08-31,"BARC","temperature",31.3257638888889
2022-09-01,"BARC","chla",NA
2022-09-01,"BARC","oxygen",NA
2022-09-01,"BARC","temperature",31.3902777777778
2022-09-02,"BARC","chla",NA
2022-09-02,"BARC","oxygen",NA
2022-09-02,"BARC","temperature",30.9014084507042
2022-09-03,"BARC","chla",NA
2022-09-03,"BARC","oxygen",NA
2022-09-03,"BARC","temperature",30.7212676056338
2022-09-04,"BARC","chla",NA
2022-09-04,"BARC","oxygen",NA
2022-09-04,"BARC","temperature",30.7726388888889
2022-09-05,"BARC","chla",NA
2022-09-05,"BARC","oxygen",NA
2022-09-05,"BARC","temperature",31.1235915492958
2022-09-06,"BARC","chla",NA
2022-09-06,"BARC","oxygen",NA
2022-09-06,"BARC","temperature",31.7676056338028
2022-09-07,"BARC","chla",NA
2022-09-07,"BARC","oxygen",NA
2022-09-07,"BARC","temperature",31.93375
2022-09-08,"BARC","chla",NA
2022-09-08,"BARC","oxygen",NA
2022-09-08,"BARC","temperature",31.2455882352941
2022-09-09,"BARC","chla",NA
2022-09-09,"BARC","oxygen",NA
2022-09-09,"BARC","temperature",30.5483802816901
2022-09-10,"BARC","chla",NA
2022-09-10,"BARC","oxygen",NA
2022-09-10,"BARC","temperature",30.2264788732394
2022-09-11,"BARC","chla",NA
2022-09-11,"BARC","oxygen",NA
2022-09-11,"BARC","temperature",30.2841666666667
2022-09-12,"BARC","chla",NA
2022-09-12,"BARC","oxygen",NA
2022-09-12,"BARC","temperature",30.283125
2022-09-13,"BARC","chla",NA
2022-09-13,"BARC","oxygen",NA
2022-09-13,"BARC","temperature",30.1202112676056
2022-09-14,"BARC","chla",NA
2022-09-14,"BARC","oxygen",NA
2022-09-14,"BARC","temperature",30.0612676056338
2022-09-15,"BARC","chla",NA
2022-09-15,"BARC","oxygen",NA
2022-09-15,"BARC","temperature",29.9068571428571
2022-09-16,"BARC","chla",NA
2022-09-16,"BARC","oxygen",NA
2022-09-16,"BARC","temperature",29.7138028169014
2022-09-17,"BARC","chla",NA
2022-09-17,"BARC","oxygen",NA
2022-09-17,"BARC","temperature",29.5466666666667
2022-09-18,"BARC","chla",NA
2022-09-18,"BARC","oxygen",NA
2022-09-18,"BARC","temperature",29.3502898550725
2022-09-19,"BARC","chla",NA
2022-09-19,"BARC","oxygen",NA
2022-09-19,"BARC","temperature",29.2697887323944
2022-09-20,"BARC","chla",NA
2022-09-20,"BARC","oxygen",NA
2022-09-20,"BARC","temperature",29.4258823529412
2022-09-21,"BARC","chla",NA
2022-09-21,"BARC","oxygen",NA
2022-09-21,"BARC","temperature",29.434375
2022-09-22,"BARC","chla",NA
2022-09-22,"BARC","oxygen",NA
2022-09-22,"BARC","temperature",29.7411805555556
2022-09-23,"BARC","chla",0.29
2022-09-23,"BARC","oxygen",6.64625
2022-09-23,"BARC","temperature",29.6632142857143
2022-09-24,"BARC","chla",0.29
2022-09-24,"BARC","oxygen",6.41402777777778
2022-09-24,"BARC","temperature",29.2330985915493
2022-09-25,"BARC","chla",0.29
2022-09-25,"BARC","oxygen",6.32447916666667
2022-09-25,"BARC","temperature",29.3875694444444
2022-09-26,"BARC","chla",0.29
2022-09-26,"BARC","oxygen",6.39052083333333
2022-09-26,"BARC","temperature",29.6265277777778
2022-09-27,"BARC","chla",0.29
2022-09-27,"BARC","oxygen",6.66202090592335
2022-09-27,"BARC","temperature",29.410985915493
2022-09-28,"BARC","chla",0.29
2022-09-28,"BARC","oxygen",6.26274305555556
2022-09-28,"BARC","temperature",28.4551388888889
2022-09-29,"BARC","chla",0.294545454545454
2022-09-29,"BARC","oxygen",6.37086805555556
2022-09-29,"BARC","temperature",26.6753472222222
2022-09-30,"BARC","chla",0.29
2022-09-30,"BARC","oxygen",6.69733333333333
2022-09-30,"BARC","temperature",25.1627857142857
2022-10-01,"BARC","chla",0.29
2022-10-01,"BARC","oxygen",6.85916666666667
2022-10-01,"BARC","temperature",25.3695833333333
2022-10-02,"BARC","chla",0.293690987124464
2022-10-02,"BARC","oxygen",6.98725694444444
2022-10-02,"BARC","temperature",25.5895833333333
2022-10-03,"BARC","chla",0.29
2022-10-03,"BARC","oxygen",7.10291666666667
2022-10-03,"BARC","temperature",25.4476388888889
2022-10-04,"BARC","chla",0.29
2022-10-04,"BARC","oxygen",7.05388888888889
2022-10-04,"BARC","temperature",24.970625
2022-10-05,"BARC","chla",0.29
2022-10-05,"BARC","oxygen",7.13118055555556
2022-10-05,"BARC","temperature",24.9644366197183
2022-10-06,"BARC","chla",0.29
2022-10-06,"BARC","oxygen",7.16114583333333
2022-10-06,"BARC","temperature",25.1629861111111
2022-10-07,"BARC","chla",0.299467213114754
2022-10-07,"BARC","oxygen",7.17298611111111
2022-10-07,"BARC","temperature",25.3114583333333
2022-10-08,"BARC","chla",0.29
2022-10-08,"BARC","oxygen",7.27194444444444
2022-10-08,"BARC","temperature",25.3183098591549
2022-10-09,"BARC","chla",0.29
2022-10-09,"BARC","oxygen",7.31145833333333
2022-10-09,"BARC","temperature",25.3833333333333
2022-10-10,"BARC","chla",0.29
2022-10-10,"BARC","oxygen",7.34417543859649
2022-10-10,"BARC","temperature",25.6634027777778
2022-10-11,"BARC","chla",0.310717703349282
2022-10-11,"BARC","oxygen",7.41142361111111
2022-10-11,"BARC","temperature",25.8686805555556
2022-10-12,"BARC","chla",0.299032258064516
2022-10-12,"BARC","oxygen",7.49590277777778
2022-10-12,"BARC","temperature",26.1094366197183
2022-10-13,"BARC","chla",0.293714285714286
2022-10-13,"BARC","oxygen",7.50152777777778
2022-10-13,"BARC","temperature",26.3095138888889
2022-10-14,"BARC","chla",0.294128440366972
2022-10-14,"BARC","oxygen",7.36201388888889
2022-10-14,"BARC","temperature",26.4523611111111
2022-10-15,"BARC","chla",0.303899082568807
2022-10-15,"BARC","oxygen",7.19256944444444
2022-10-15,"BARC","temperature",26.296
2022-10-16,"BARC","chla",0.294672897196262
2022-10-16,"BARC","oxygen",7.05315972222222
2022-10-16,"BARC","temperature",26.3885915492958
2022-10-17,"BARC","chla",0.292962962962963
2022-10-17,"BARC","oxygen",7.10315972222222
2022-10-17,"BARC","temperature",26.3982638888889
2022-10-18,"BARC","chla",0.297912621359223
2022-10-18,"BARC","oxygen",7.06482638888889
2022-10-18,"BARC","temperature",26.118661971831
2022-10-19,"BARC","chla",0.303253588516746
2022-10-19,"BARC","oxygen",7.0786690647482
2022-10-19,"BARC","temperature",25.0194366197183
2022-10-20,"BARC","chla",0.288044444444444
2022-10-20,"BARC","oxygen",7.03420138888889
2022-10-20,"BARC","temperature",24.0315277777778
2022-10-21,"BARC","chla",0.288285714285714
2022-10-21,"BARC","oxygen",7.07131944444444
2022-10-21,"BARC","temperature",23.4559722222222
2022-10-22,"BARC","chla",0.292487804878049
2022-10-22,"BARC","oxygen",7.16833333333333
2022-10-22,"BARC","temperature",23.0159722222222
2022-10-23,"BARC","chla",0.297674418604651
2022-10-23,"BARC","oxygen",7.30944444444444
2022-10-23,"BARC","temperature",23.0379166666667
2022-10-24,"BARC","chla",0.29
2022-10-24,"BARC","oxygen",7.43590277777778
2022-10-24,"BARC","temperature",23.1810714285714
2022-10-25,"BARC","chla",0.325141509433962
2022-10-25,"BARC","oxygen",7.45028070175439
2022-10-25,"BARC","temperature",23.3597183098592
2022-10-26,"BARC","chla",0.30465
2022-10-26,"BARC","oxygen",7.48305555555556
2022-10-26,"BARC","temperature",23.481875
2022-10-27,"BARC","chla",0.313715596330275
2022-10-27,"BARC","oxygen",7.66489583333333
2022-10-27,"BARC","temperature",23.8951388888889
2022-10-28,"BARC","chla",0.315350877192982
2022-10-28,"BARC","oxygen",7.79444444444444
2022-10-28,"BARC","temperature",23.9138028169014
2022-10-29,"BARC","chla",0.294220183486239
2022-10-29,"BARC","oxygen",7.65465277777778
2022-10-29,"BARC","temperature",23.4874647887324
2022-10-30,"BARC","chla",0.297162162162162
2022-10-30,"BARC","oxygen",7.41305555555556
2022-10-30,"BARC","temperature",23.4584285714286
2022-10-31,"BARC","chla",0.293504672897196
2022-10-31,"BARC","oxygen",7.42690972222222
2022-10-31,"BARC","temperature",23.9609722222222
2022-11-01,"BARC","chla",0.289999992
2022-11-01,"BARC","oxygen",7.41736111149306
2022-11-01,"BARC","temperature",24.5030101546375
2022-11-02,"BARC","chla",0.289999992
2022-11-02,"BARC","oxygen",7.62420141097222
2022-11-02,"BARC","temperature",24.7280057933338
2022-11-03,"BARC","chla",0.300000012
2022-11-03,"BARC","oxygen",7.77402774715278
2022-11-03,"BARC","temperature",24.7344877308175
2022-11-04,"BARC","chla",0.289999992
2022-11-04,"BARC","oxygen",7.63055555774306
2022-11-04,"BARC","temperature",24.3809631126796
2022-11-05,"BARC","chla",0.289999992
2022-11-05,"BARC","oxygen",7.54236109572917
2022-11-05,"BARC","temperature",24.5020517313192
2022-11-06,"BARC","chla",0.289999992
2022-11-06,"BARC","oxygen",7.60822917267361
2022-11-06,"BARC","temperature",24.7918247655794
2022-11-07,"BARC","chla",0.289999992
2022-11-07,"BARC","oxygen",7.58145831694444
2022-11-07,"BARC","temperature",24.7002108808808
2022-11-08,"BARC","chla",0.289999992
2022-11-08,"BARC","oxygen",7.39756944055556
2022-11-08,"BARC","temperature",24.4438977764712
2022-11-09,"BARC","chla",0.600000024
2022-11-09,"BARC","oxygen",7.49246525114583
2022-11-09,"BARC","temperature",23.7523942733467
2017-09-11,"CRAM","chla",NA
2017-09-11,"CRAM","oxygen",NA
2017-09-11,"CRAM","temperature",17.7136956521739
2017-09-12,"CRAM","chla",NA
2017-09-12,"CRAM","oxygen",NA
2017-09-12,"CRAM","temperature",18.4045833333333
2017-09-13,"CRAM","chla",NA
2017-09-13,"CRAM","oxygen",NA
2017-09-13,"CRAM","temperature",18.9727083333333
2017-09-14,"CRAM","chla",NA
2017-09-14,"CRAM","oxygen",NA
2017-09-14,"CRAM","temperature",19.86475
2017-09-15,"CRAM","chla",NA
2017-09-15,"CRAM","oxygen",NA
2017-09-15,"CRAM","temperature",20.4935416666667
2017-09-16,"CRAM","chla",NA
2017-09-16,"CRAM","oxygen",NA
2017-09-16,"CRAM","temperature",20.925625
2017-09-17,"CRAM","chla",NA
2017-09-17,"CRAM","oxygen",NA
2017-09-17,"CRAM","temperature",20.8739583333333
2017-09-18,"CRAM","chla",NA
2017-09-18,"CRAM","oxygen",NA
2017-09-18,"CRAM","temperature",19.7921739130435
2017-09-19,"CRAM","chla",NA
2017-09-19,"CRAM","oxygen",NA
2017-09-19,"CRAM","temperature",19.2810416666667
2017-09-20,"CRAM","chla",NA
2017-09-20,"CRAM","oxygen",NA
2017-09-20,"CRAM","temperature",19.1915217391304
2017-09-21,"CRAM","chla",NA
2017-09-21,"CRAM","oxygen",NA
2017-09-21,"CRAM","temperature",18.9775
2017-09-22,"CRAM","chla",NA
2017-09-22,"CRAM","oxygen",NA
2017-09-22,"CRAM","temperature",19.7245833333333
2017-09-23,"CRAM","chla",NA
2017-09-23,"CRAM","oxygen",NA
2017-09-23,"CRAM","temperature",19.7620833333333
2017-09-24,"CRAM","chla",NA
2017-09-24,"CRAM","oxygen",NA
2017-09-24,"CRAM","temperature",21.015
2017-09-25,"CRAM","chla",NA
2017-09-25,"CRAM","oxygen",NA
2017-09-25,"CRAM","temperature",21.2127083333333
2017-09-26,"CRAM","chla",NA
2017-09-26,"CRAM","oxygen",NA
2017-09-26,"CRAM","temperature",21.1254166666667
2017-09-27,"CRAM","chla",NA
2017-09-27,"CRAM","oxygen",NA
2017-09-27,"CRAM","temperature",19.6876086956522
2017-09-28,"CRAM","chla",NA
2017-09-28,"CRAM","oxygen",NA
2017-09-28,"CRAM","temperature",18.5710416666667
2017-09-29,"CRAM","chla",NA
2017-09-29,"CRAM","oxygen",NA
2017-09-29,"CRAM","temperature",18.0641666666667
2017-09-30,"CRAM","chla",NA
2017-09-30,"CRAM","oxygen",NA
2017-09-30,"CRAM","temperature",17.420652173913
2017-10-01,"CRAM","chla",NA
2017-10-01,"CRAM","oxygen",NA
2017-10-01,"CRAM","temperature",16.9770833333333
2017-10-02,"CRAM","chla",NA
2017-10-02,"CRAM","oxygen",NA
2017-10-02,"CRAM","temperature",16.6486956521739
2017-10-03,"CRAM","chla",NA
2017-10-03,"CRAM","oxygen",NA
2017-10-03,"CRAM","temperature",16.82875
2017-10-04,"CRAM","chla",NA
2017-10-04,"CRAM","oxygen",NA
2017-10-04,"CRAM","temperature",16.645652173913
2017-10-05,"CRAM","chla",NA
2017-10-05,"CRAM","oxygen",NA
2017-10-05,"CRAM","temperature",16.0884782608696
2017-10-06,"CRAM","chla",NA
2017-10-06,"CRAM","oxygen",NA
2017-10-06,"CRAM","temperature",15.8164583333333
2017-10-07,"CRAM","chla",NA
2017-10-07,"CRAM","oxygen",NA
2017-10-07,"CRAM","temperature",15.805
2017-10-08,"CRAM","chla",NA
2017-10-08,"CRAM","oxygen",NA
2017-10-08,"CRAM","temperature",15.5947916666667
2017-10-09,"CRAM","chla",NA
2017-10-09,"CRAM","oxygen",NA
2017-10-09,"CRAM","temperature",15.6541666666667
2017-10-10,"CRAM","chla",NA
2017-10-10,"CRAM","oxygen",NA
2017-10-10,"CRAM","temperature",15.196875
2017-10-11,"CRAM","chla",NA
2017-10-11,"CRAM","oxygen",NA
2017-10-11,"CRAM","temperature",14.7465217391304
2017-10-12,"CRAM","chla",NA
2017-10-12,"CRAM","oxygen",NA
2017-10-12,"CRAM","temperature",14.390625
2017-10-13,"CRAM","chla",NA
2017-10-13,"CRAM","oxygen",NA
2017-10-13,"CRAM","temperature",14.0522727272727
2017-10-14,"CRAM","chla",NA
2017-10-14,"CRAM","oxygen",NA
2017-10-14,"CRAM","temperature",13.6113043478261
2017-10-15,"CRAM","chla",NA
2017-10-15,"CRAM","oxygen",NA
2017-10-15,"CRAM","temperature",13.1560416666667
2017-10-16,"CRAM","chla",NA
2017-10-16,"CRAM","oxygen",NA
2017-10-16,"CRAM","temperature",12.6034782608696
2017-10-17,"CRAM","chla",NA
2017-10-17,"CRAM","oxygen",NA
2017-10-17,"CRAM","temperature",12.35
2017-10-18,"CRAM","chla",NA
2017-10-18,"CRAM","oxygen",NA
2017-10-18,"CRAM","temperature",12.4576086956522
2017-10-19,"CRAM","chla",NA
2017-10-19,"CRAM","oxygen",NA
2017-10-19,"CRAM","temperature",12.1767391304348
2017-10-20,"CRAM","chla",NA
2017-10-20,"CRAM","oxygen",NA
2017-10-20,"CRAM","temperature",12.1447916666667
2017-10-21,"CRAM","chla",NA
2017-10-21,"CRAM","oxygen",NA
2017-10-21,"CRAM","temperature",12.35625
2017-10-22,"CRAM","chla",NA
2017-10-22,"CRAM","oxygen",NA
2017-10-22,"CRAM","temperature",12.5577272727273
2017-10-23,"CRAM","chla",NA
2017-10-23,"CRAM","oxygen",NA
2017-10-23,"CRAM","temperature",12.143125
2017-10-24,"CRAM","chla",NA
